species,datetime,anomaly_score,z
ploceus melanocephalus,2025-08-10 11:00:00,0.03942993910922829,5.465971933031693
ploceus melanocephalus,2025-08-08 11:00:00,0.028358207867361707,4.902155480794319
ploceus melanocephalus,2025-08-09 13:00:00,0.019053185762160252,4.428306862476471
ploceus melanocephalus,2025-08-08 14:00:00,-0.01523053009375569,2.682444122392656
ploceus melanocephalus,2025-08-09 11:00:00,-0.016988117708100842,2.59294079255484
